station,title,放送時間,starts_at,ends_at,wday,cast,email,hp,memo,image,on_air_wday_id,timeframe
ニッポン放送,ひろたみゆ紀のサンデー早起き有楽町 Part5,6時54分～7時00分,6:54,7:00:00,0,ひろたみゆ紀,sunday@1242.com,https://www.1242.com/radio/sunday/,"日曜日の朝５時から７時まで、 ひろたみゆ紀 がお送りする２時間の生放送。
あなたは日曜の早朝をどう過ごしていらっしゃいますか？
お仕事の方、散歩やジョギングを楽しんでいる方、遊びに出かける方、はたまたおうちで溜まった家事をしたり、お布団の中でまどろんでいる方も…
それぞれの朝、何かをしながら、ラジオに耳を傾けて頂ければうれしいです。
あなたの日曜日の朝が、少しでも、温かく、優しく、爽やかでありますように…
新しい１週間の始まり！どうぞお付き合いください。",88,7,2
ニッポン放送,イルカのミュージックハーモニー,7時00分～8時30分,7:00,8:30,0,イルカ,iruka@1242.com,https://www.1242.com/radio/iruka/,"あなたからのお便りと音楽で綴る90分。さわやかな日曜の朝をお届けします。
番組へのメッセージ・リクエストおまちしています。",89,7,2
ニッポン放送,鈴木杏樹のいってらっしゃい,7時37分～7時41分,7:37,7:41,4,鈴木杏樹,anju@1242.com,https://www.1242.com/program/anju/,,4,13,2
ニッポン放送,おしゃべりラボ～しあわせSocial Design～,7時40分～8時00分,7:40,8:00,6,中村陽一（立教大学社会デザイン研究所 所長）、残間里江子（プロデューサー）,lab@1242.com,,,59,6,2
ニッポン放送,飯田浩司のOK! Cozy up! Part3,7時41分～8時00分,7:41,8:00,4,飯田浩司、新行市佳、飯田泰之,cozy@1242.com,https://www.1242.com/cozy/,忙しい現代人の朝に最適な情報をお送りするニュース情報番組。多彩なコメンテーターと朝から熱いディスカッション！ニュースに対するあなたのご意見（リスナーズオピニオン）をお待ちしています。メールアドレスは『cozy@1242.com』番組のハッシュタグは『#cozy1242』です。　　　　　　　　　　　　　　　　　　　　　神奈川県横須賀市出身、飯田浩司があなたにCozy up!（＝親しくなる）,5,13,2
ニッポン放送,垣花正あなたとハッピー！Part1,8時00分～8時25分,8:00,8:25,4,垣花正、那須恵理子、中瀬ゆかり（新潮社）,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,6,11,2
ニッポン放送,春風亭一之輔あなたとハッピー！Part1,8時00分～8時25分,8:00,8:25,5,春風亭一之輔、増山さやか,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,37,5,2
ニッポン放送,Music Machine GO! GO!☆,8時00分～8時30分,8:00,8:30,6,小林克也,katsuya@1242.com,,,60,6,2
ニッポン放送,垣花正あなたとハッピー！Part2,8時28分～10時12分,8:28,10:12,4,垣花正、那須恵理子、中瀬ゆかり（新潮社）,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,8,11,2
ニッポン放送,春風亭一之輔あなたとハッピー！Part2,8時28分～10時12分,8:28,10:12,5,春風亭一之輔、増山さやか,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,38,5,2
ニッポン放送,LOVE & MELODY,8時30分～10時50分,8:30,10:50,6,乾貴美子,love@1242.com,https://ssl.1242.com/entry/yagi/,,61,6,2
ニッポン放送,薬師丸ひろ子　ハート・デリバリー,8時30分～9時00分,8:30,9:00,0,薬師丸ひろ子,hiroko@1242.com,,,90,7,2
ニッポン放送,三宅裕司 サンデーヒットパラダイス,9時00分～12時00分,9:00,12:00,0,三宅裕司、江口ともみ,miyake@1242.com,https://www.1242.com/miyake/,最新の音楽チャートと爆笑メールコーナー、ユニークな電話報告、さらに！ガチンコ中継がミックスしたラジオ界最強の音楽番組,91,7,2
ニッポン放送,榊原郁恵のハッピー・ダイアリー,10時12分～10時17分,10:12,10:17,4,榊原郁恵,ikue@1242.com,https://www.1242.com/program/ikue/,,9,13,3
ニッポン放送,垣花正あなたとハッピー！Part3,10時17分～10時35分,10:17,10:35,4,垣花正、那須恵理子,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,10,11,3
ニッポン放送,春風亭一之輔あなたとハッピー！Part3,10時17分～10時35分,10:17,10:35,5,春風亭一之輔、増山さやか,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,39,5,3
ニッポン放送,うつみ宮土理のおしゃべりしましょ,10時35分～10時40分,10:35,10:40,4,うつみ宮土理,keronpa@1242.com,https://www.1242.com/radio/keronpa/,,11,13,3
ニッポン放送,垣花正あなたとハッピー！Part4,10時40分～11時00分,10:40,11:00,4,垣花正、那須恵理子,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,12,11,3
ニッポン放送,春風亭一之輔あなたとハッピー！Part4,10時40分～11時00分,10:40,11:00,5,春風亭一之輔、増山さやか,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,40,5,3
ニッポン放送,ゴッドアフタヌーンアッコのいいかげんに1000回,11時00分～13時00分,11:00,13:00,6,和田アキ子、垣花正,akko@1242.com,https://www.1242.com/akko/,,63,6,3
ニッポン放送,垣花正あなたとハッピー！Part5,11時20分～11時30分,11:20,11:30,4,垣花正、那須恵理子,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,14,11,3
ニッポン放送,春風亭一之輔あなたとハッピー！Part5,11時20分～11時30分,11:20,11:30,5,春風亭一之輔、増山さやか,happy@1242.com,https://www.1242.com/happy/,月～木曜日はふつーの男・沖縄県宮古島出身の垣花正、金曜日は落語家の春風亭一之輔がお届けするニッポン放送が自信と不安をもってお届けする朝のワイド番組！レギュラー・ゲストとのコンビネーションもバッチリ！今の話題をハッピーにお届けしていきます！,41,5,3
ニッポン放送,高田文夫のラジオビバリー昼ズ,11時30分～13時00分,11:30,13:00,4,清水ミチコ、ナイツ（塙宣之・土屋伸之）,hills@1242.com,https://www.1242.com/takada/,高田文夫先生と、キャラクターの濃～いパーソナリティがお送りする「昼休みのお笑いバラエティー」ラジオビバリー昼ズ！,15,13,3
ニッポン放送,土田晃之 日曜のへそ,12時00分～13時40分,12:00,13:40,0,土田晃之,heso@1242.com,https://www.1242.com/radio/tsuchida/,"トークの達人・土田晃之がお届けするお昼１２時～１３時４０分まで生放送。
７２年生まれ土田晃之の青春時代の懐かしいあの話から、
プライベートに仕事に気になるニュースまでしゃべりまくり！
ときには、ビッグなゲストも登場！？
日曜のお昼にピッタリなのんびりモードでお届けします。",92,7,3
ニッポン放送,DAYS Part1,13時00分～13時42分,13:00,13:42,4,東島衣里、山口智充、中川家(剛/礼二)、原田龍二、安東弘樹,days@1242.com,https://www.1242.com/days/,"『DAYS』＝「日々」「お昼」「午後」…　“働く人の日々の喜怒哀楽”がテーマです。
世の中にはいろんな人々の、いろんな日々があります。そんな日々の嬉しかったこと、悲しかったこと、仕事のこと、家庭のこと
そんな「働く人のDAYS」をお届けします！",16,11,3
ニッポン放送,大橋未歩 金曜ブラボー Part1,13時00分～13時42分,13:00,13:42,5,大橋未歩,okb@1242.com,https://www.1242.com/okb/,"『“一緒に笑顔になる時間”「大橋未歩 金曜ブラボー」』金曜午後にお届けする、「トーク」＆「ミュージック」を基本とした大型ワイド番組です。番組の大テーマは、「笑顔(Smile)」。パーソナリティ大橋未歩の明るい笑い声で、リスナーのあなたの笑顔を増やし、ガンバるあなたにとっての癒しとなれるような、そんな心地よい時間を届けます。
",43,5,3
ニッポン放送,侍の名のもとに～野球日本代表 侍ジャパンの800日～ 公開直前スペシャル,13時00分～15時00分,13:00,15:00,6,師岡正雄アナウンサー,89@1242.com,,,64,6,3
ニッポン放送,ENTERTAINMENT NEXT！,13時40分～14時00分,13:40,14:00,0,南美希子,next@1242.com,https://www.1242.com/mikiko/,"「芸能」はもちろん「スポーツ」から「テクノロジー」、そして、伝統工芸を受け継ぐ職人の「技」まで、世界が注目する「日本の文化」を “エンターテイメント”として捉え、その道の最前線を行く方々をお迎えする番組です。
",93,7,3
ニッポン放送,DAYS Part2,13時48分～16時00分,13:48,16:00,4,東島衣里、山口智充、中川家(剛/礼二)、原田龍二、安東弘樹,days@1242.com,https://www.1242.com/days/,"『DAYS』＝「日々」「お昼」「午後」…　“働く人の日々の喜怒哀楽”がテーマです。
世の中にはいろんな人々の、いろんな日々があります。そんな日々の嬉しかったこと、悲しかったこと、仕事のこと、家庭のこと
そんな「働く人のDAYS」をお届けします！",18,11,3
ニッポン放送,大橋未歩 金曜ブラボー Part2,13時48分～15時00分,13:48,15:00,5,大橋未歩,okb@1242.com,https://www.1242.com/okb/,"『“一緒に笑顔になる時間”「大橋未歩 金曜ブラボー」』金曜午後にお届けする、「トーク」＆「ミュージック」を基本とした大型ワイド番組です。番組の大テーマは、「笑顔(Smile)」。パーソナリティ大橋未歩の明るい笑い声で、リスナーのあなたの笑顔を増やし、ガンバるあなたにとっての癒しとなれるような、そんな心地よい時間を届けます。
",44,5,3
ニッポン放送,戸田恵子　オトナクオリティ,14時00分～14時30分,14:00,14:30,0,戸田恵子,toda@1242.com,https://www.1242.com/otokuri/,"女優・戸田恵子が大人のクオリティ・オブ・ライフ（上質で豊な生活）をエンジョイするための「人・モノ・コト」にフォーカスする番組です。
大人の会話が弾むプチトリビア、大人が生活に取り入れたくなる情報をお届けする30分。ぜひお付き合いください。",94,7,3
ニッポン放送,大橋未歩 金曜ブラボー Part3,15時00分～17時20分,15:00,17:20,5,大橋未歩,okb@1242.com,https://www.1242.com/okb/,"『“一緒に笑顔になる時間”「大橋未歩 金曜ブラボー」』金曜午後にお届けする、「トーク」＆「ミュージック」を基本とした大型ワイド番組です。番組の大テーマは、「笑顔(Smile)」。パーソナリティ大橋未歩の明るい笑い声で、リスナーのあなたの笑顔を増やし、ガンバるあなたにとっての癒しとなれるような、そんな心地よい時間を届けます。
",45,5,4
ニッポン放送,サタデーミュージックバトル 天野ひろゆき ルート930,15時00分～16時30分,15:00,16:30,6,天野ひろゆき,r930@1242.com,https://www.1242.com/route930/,"土曜日の午後にお届けする「サタデーミュージックバトル 天野ひろゆき ルート930」。
午後1時から3時までの前半2時間は毎回2組のゲストが、クイズバトルに挑戦！　クイズに正解した方のリクエスト曲がかかるミュージックバトルです。
そして、午後3時からは、旬なアーティストをお迎えして最新の音楽シーンをお届けしていきます。
さらには、スタジオを飛び出した中継コーナーあり、リスナーのあなたからリクエストを受け付けるコーナーあり。
「音楽・クイズ・トーク」のトライアングルで紡いでいく、3時間半のラジオプログラムです！",65,6,4
ニッポン放送,草野満代 夕暮れWONDER4,16時00分～18時00分,16:00,18:00,4,草野満代、松本秀夫,w4@1242.com,https://www.1242.com/w4/,"《お知らせ》来週の教えてWONDER4は
「1度は試したい！快眠グッズ」です。
素敵な音楽＆豊かな暮らしを、あなたに！
「草野満代　夕暮れＷＯＮＤＥＲ４」",19,11,4
ニッポン放送,笑福亭鶴瓶　日曜日のそれ,16時00分～17時30分,16:00,17:30,0,笑福亭鶴瓶,tsurube@1242.com,https://www.1242.com/tsurube/,"鶴瓶とリスナーによるハプニング満載のがちんこ・ドキュメント・バラエティー。 
主役は”あなた”！！ 笑福亭鶴瓶がリスナーから寄せられた電話・はがき・メールをネタにトークの達人ぶりを発揮！電話や、時には直接本人を訪ねて（！？）、日常の中から感動・驚き・笑いをお届けしていきます。",96,7,4
ニッポン放送,渡邉美樹 5年後の夢を語ろう！,16時30分～17時00分,16:30,17:00,6,渡邉美樹,yume5@1242.com,https://www.1242.com/yume5/,"「5年後の夢を持つと、人生をより充実できる」と提唱する渡邉美樹と、「普通の人は、明日のことで精一杯(笑)」そう語る、テリー伊藤。
正反対のふたりが、土曜日の夕方、様々なテーマで明るく語り合う30分。
",66,6,4
ニッポン放送,さまぁ～ず三村マサカズと小島瑠璃子の「みむこじラジオ！」,17時00分～17時30分,17:00,17:30,6,さまぁ～ず三村マサカズ、小島瑠璃子,mk@1242.com,https://www.1242.com/radio/mk/,,67,6,4
ニッポン放送,河北麻友子のマユコレ！,17時20分～17時40分,17:20,17:40,5,河北麻友子,mayuko@1242.com,https://www.1242.com/mayuko/,女優、モデル、ラジオのMC、バラエティ番組など、幅広い分野で活躍する河北麻友子が、さらにカッコいい大人になるために毎月素敵なゲストをお招きし、あらゆる面から「大人の秘訣」を伺っていきます。,46,5,4
ニッポン放送,有楽町930ステーション,17時30分～17時40分,17:30,17:40,6,くり万太郎,930@1242.com,,,68,9,4
ニッポン放送,サンドウィッチマンの東北魂,17時30分～17時40分,17:30,17:40,0,サンドウィッチマン,sand@1242.com,https://www.1242.com/sand/,"あの日、宮城県気仙沼市でのテレビ番組のロケ中に東北地方太平洋沖地震が発生し被災したサンドウィッチマンの二人が、生粋の“東北魂”と本音の“トーク魂”をかけて深夜に放送。復興に向けて、前を進む中で、未だ多くの避難所生活に苦しむ被災者の方々からの
メッセージを、時には涙を流し、時には励まし、喜怒哀楽を共有していく！
",97,7,4
ニッポン放送,ザ・フォーカス～フライデースペシャル Part1,17時40分～18時34分,17:40,18:34,5,パーソナリティ：垣花正（フリーアナウンサー）　コメンテーター：江本孟紀（ショウアップナイター解説者）,focussp@1242.com,https://www.1242.com/focussp/,"1982年からニッポン放送『ショウアップナイター』の解説を務めるエモやんこと江本孟紀がシーズンオフも野球界を盛り上げる新番組がスタート！
元ニッポン放送アナウンサーでTVでも活躍している垣花正とタッグを組み、
スポーツの話題はもちろん、政治、経済、社会、教育など多岐にわたる話題に江本節が炸裂します！",47,5,4
ニッポン放送,NOKKOのオカエリ ただいま。,17時40分～18時00分,17:40,18:00,6,NOKKO,nokko@1242.com,https://www.1242.com/nokko/,"NOKKOが、音楽活動で出会った人物から初めて共演する人まで、様々なゲストを迎えてトークします。
さらにREBECCAやソロ楽曲のほか、自身が今聴きたい楽曲をオンエアしていきます。",69,6,4
ニッポン放送,板東英二のプロ野球バンバン伝説,17時40分～18時00分,17:40,18:00,0,板東英二,ban@1242.com,,,98,7,4
ニッポン放送,ザ・フォーカス Part1,18時00分～18時34分,18:00,18:34,4,パーソナリティ：森田耕次（ニッポン放送報道部解説委員） アシスタント：増山さやか（ニッポン放送アナウンサー）　コメンテーター：佐藤優（作家・元外務省主任分析官）,focus@1242.com,https://www.1242.com/focus/,"錚々たるコメンテーター陣がその日に起きたニュースを解説。
佐藤優、河合雅司、野村修也、山本秀也らが日替わりで登場して、当日のニュースをわかりやすく、時には激しく伝えます。
パーソナリティは、ニッポン放送報道部解説委員の森田耕次。帰宅時の情報収集にうってつけの番組が始まります。",20,11,4
ニッポン放送,やじうまサタデー よっ！たかしま屋！,18時00分～19時00分,18:00,19:00,6,高嶋ひでたけ,yajiuma@1242.com,https://www.1242.com/yajiuma/,"伝説のパーソナリティが帰ってきます！
ニッポン放送「朝の顔」として、出勤中のサラリーマンやドライバーから抜群の人気を誇った高嶋ひでたけがパーソナリティを務める、
ミドルエイジにお送りする週末情報バラエティ！
高嶋ひでたけが変わりゆく日本や東京、そして急激に進む国際化やデジタル化の波にとまどうミドルエイジに対して、
高嶋が共感しつつ、逆にそれを一緒に面白がっていきます！",70,6,4
ニッポン放送,渡部陽一 明日へ喝！,18時00分～18時50分,18:00,18:50,0,渡部陽一,watanabe@1242.com,https://www.1242.com/watanabe/,"世界を知る戦場カメラマン・渡部陽一がお届けするプログラム。
「B級ウォッチ」…世界の面白ニュースを独自の視点で紹介！
「山崎世美子のアンガーマネジメントスクール」...怒りの感情をコントロールする方法「アンガーマネジメント」を
楽しく学んで行こうというコーナーです。
「こどもグラフィティ」…親子にまつわるエピソードを紹介！
「ザ・プレゼンショー」…プレゼンターのタイガー尾藤がお得な情報を紹介！",99,7,4
ニッポン放送,小島奈津子のおかえりなさい,18時34分～18時38分,18:34,18:38,4,小島奈津子,natsuko@1242.com,,,21,13,4
ニッポン放送,ザ・フォーカス Part2,18時38分～19時31分,18:38,19:31,4,パーソナリティ：森田耕次（ニッポン放送報道部解説委員） アシスタント：増山さやか（ニッポン放送アナウンサー） コメンテーター：佐藤優（作家・元外務省主任分析官）,focus@1242.com,https://www.1242.com/focus/,"錚々たるコメンテーター陣がその日に起きたニュースを解説。
佐藤優、河合雅司、野村修也、山本秀也らが日替わりで登場して、当日のニュースをわかりやすく、時には激しく伝えます。
パーソナリティは、ニッポン放送報道部解説委員の森田耕次。帰宅時の情報収集にうってつけの番組が始まります。",22,11,4
ニッポン放送,ザ・フォーカス～フライデースペシャル Part2,18時38分～19時31分,18:38,19:31,5,パーソナリティ：垣花正（フリーアナウンサー）　コメンテーター：江本孟紀（ショウアップナイター解説者）,focussp@1242.com,https://www.1242.com/focussp/,"1982年からニッポン放送『ショウアップナイター』の解説を務めるエモやんこと江本孟紀がシーズンオフも野球界を盛り上げる新番組がスタート！
元ニッポン放送アナウンサーでTVでも活躍している垣花正とタッグを組み、
スポーツの話題はもちろん、政治、経済、社会、教育など多岐にわたる話題に江本節が炸裂します！",48,5,4
ニッポン放送,Kis-My-Ft2のオールナイトニッポンPremium,19時00分～21時00分,19:00,21:00,6,Kis-My-Ft2,kmf@allnightnippon.com,https://www.allnightnippon.com/premium-kismyft2/,ニッポン放送をキーステーションに全国ネット（ニッポン放送・山形放送・茨城放送・北日本放送・山陰放送・山口放送・四国放送・九州朝日放送　計8局）でオンエア！毎週土曜日19時～21時、よろしくお願いいたします！,71,6,4
ニッポン放送,ザ・フォーカス Part3,19時38分～20時20分,19:38,20:20,4,パーソナリティ：森田耕次（ニッポン放送報道部解説委員） アシスタント：増山さやか（ニッポン放送アナウンサー）　コメンテーター：佐藤優（作家・元外務省主任分析官）,focus@1242.com,https://www.1242.com/focus/,"錚々たるコメンテーター陣がその日に起きたニュースを解説。
佐藤優、河合雅司、野村修也、山本秀也らが日替わりで登場して、当日のニュースをわかりやすく、時には激しく伝えます。
パーソナリティは、ニッポン放送報道部解説委員の森田耕次。帰宅時の情報収集にうってつけの番組が始まります。",24,11,4
ニッポン放送,ザ・フォーカス～フライデースペシャル Part3,19時38分～20時20分,19:38,20:20,5,パーソナリティ：垣花正（フリーアナウンサー）　コメンテーター：江本孟紀（ショウアップナイター解説者）,focussp@1242.com,https://www.1242.com/focussp/,"1982年からニッポン放送『ショウアップナイター』の解説を務めるエモやんこと江本孟紀がシーズンオフも野球界を盛り上げる新番組がスタート！
元ニッポン放送アナウンサーでTVでも活躍している垣花正とタッグを組み、
スポーツの話題はもちろん、政治、経済、社会、教育など多岐にわたる話題に江本節が炸裂します！",49,5,4
ニッポン放送,大石久和のラジオ国土学入門,20時00分～20時30分,20:00,20:30,0,大石久和、新保友映,kokudogaku@1242.com,https://www.1242.com/kokudogaku/,美しいニッポンを後世に残すために、私たちは、いかに国土に働きかけていくべきか。多発する自然災害や急激な気候変動のもとで、私たちは、この国土とともにどのように生きてゆけばいいのか。「国土に働きかけることによって、はしめて国土は恵みを返してくれる」と提唱する『国土学』の大石久和が、ニッポンの進むべき道を熱く語ります。,102,7,5
ニッポン放送,ラジオ新大陸,20時20分～20時50分,20:20,20:50,4,三浦崇宏,tairiku@1242.com,https://www.1242.com/tairiku/,"The Breakthrough Company GO代表の三浦崇宏が少し先の未来を見据えている様々な肩書きの方をゲストに迎え、リスナーのあなたと一緒にたくさんの発見を重ね、新大陸を目指す番組。
",224,4,5
ニッポン放送,dreamBoatのラジオボート,20時20分～20時30分,20:20,20:30,5,dreamBoat（風男塾、ael-アエル-、EUPHORIA）,boat@1242.com,https://www.1242.com/dreamboat/,"総合男装エンタメプロジェクト「dreamBoat」がお送りする10分間。
「風男塾」「ael -アエル-」「EUPHORIA」が週替わりで登場し、毎回一つのお題で盛り上がります！
Twitterは「#ラジオボート」
たくさんのメッセージお待ちしてます！",50,5,5
